Word,POS,IOB,Tag
left,VBD,B-VP,I-PROBLEM
humerus,NN,B-NP,I-PROBLEM
Brittle,NNP,B-NP,B-PROBLEM
bones,NNS,I-NP,I-PROBLEM
right,JJ,B-NP,B-PROBLEM
facial,JJ,I-NP,I-PROBLEM
droop,NN,I-NP,I-PROBLEM
right,JJ,B-NP,B-PROBLEM
ptosis,NN,I-NP,I-PROBLEM
chest,NN,I-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
shortness,NN,I-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
breath,NN,B-NP,I-PROBLEM
1+,CD,O,B-PROBLEM
ankle,NN,B-NP,I-PROBLEM
edema,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
myocardial,JJ,I-NP,I-PROBLEM
infarction,NN,I-NP,I-PROBLEM
bigeminy,NN,B-NP,B-PROBLEM
ischemia,NN,B-NP,B-PROBLEM
a,DT,O,B-PROBLEM
moderate-sized,JJ,O,I-PROBLEM
",",",",O,I-PROBLEM
dense,NN,B-NP,I-PROBLEM
",",",",O,I-PROBLEM
fixed,VBN,O,I-PROBLEM
inferior,JJ,B-NP,I-PROBLEM
defect,JJ,I-NP,I-PROBLEM
scar,NN,B-NP,B-PROBLEM
A,DT,O,B-PROBLEM
small,JJ,O,I-PROBLEM
/,JJ,O,I-PROBLEM
moderate-sized,JJ,O,I-PROBLEM
",",",",O,I-PROBLEM
mild-intensity,NN,B-NP,I-PROBLEM
",",",",O,I-PROBLEM
reversible,JJ,B-NP,I-PROBLEM
posterior,JJ,I-NP,I-PROBLEM
lateral,JJ,I-NP,I-PROBLEM
defect,NN,I-NP,I-PROBLEM
mild,JJ,B-NP,B-PROBLEM
/,NNP,I-NP,I-PROBLEM
moderate,NN,I-NP,I-PROBLEM
ischemia,NN,I-NP,I-PROBLEM
left,VBD,B-VP,B-PROBLEM
atrial,JJ,B-NP,I-PROBLEM
enlargement,NN,I-NP,I-PROBLEM
thickening,NN,B-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
aortic,JJ,I-NP,I-PROBLEM
wall,NN,I-NP,I-PROBLEM
atherosclerotic,JJ,B-NP,B-PROBLEM
changes,NNS,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
bigeminy,NN,I-NP,I-PROBLEM
myocardial,JJ,B-NP,B-PROBLEM
infarction,NN,I-NP,I-PROBLEM
elevated,VBN,O,B-PROBLEM
CPKs,NNP,B-NP,I-PROBLEM
MB,NNP,B-NP,B-PROBLEM
fractionations,NNS,I-NP,I-PROBLEM
melena,NN,B-NP,B-PROBLEM
decreased,VBD,B-VP,B-PROBLEM
hematocrit,NN,B-NP,I-PROBLEM
clotted,VBD,B-VP,B-PROBLEM
blood,NN,B-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
esophagus,NN,I-NP,I-PROBLEM
old,JJ,B-NP,B-PROBLEM
blood,NN,I-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
stomach,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
blood,NN,I-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
esophagus,NN,I-NP,I-PROBLEM
Mallory-Weiss,JJ,I-NP,B-PROBLEM
tear,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
gastric,JJ,I-NP,I-PROBLEM
ulcer,NN,I-NP,I-PROBLEM
melena,NN,B-NP,B-PROBLEM
A,DT,B-NP,B-PROBLEM
gastric,JJ,I-NP,I-PROBLEM
ulcer,NN,I-NP,I-PROBLEM
an,DT,B-NP,B-PROBLEM
elevated,JJ,I-NP,I-PROBLEM
left,NN,I-NP,I-PROBLEM
hemidiaphragm,NN,I-NP,I-PROBLEM
atelectasis,NN,B-NP,B-PROBLEM
splinting,VBG,O,B-PROBLEM
on,IN,B-VP,I-PROBLEM
that,DT,B-NP,I-PROBLEM
side,NN,I-NP,I-PROBLEM
noncompliant,JJ,O,B-PROBLEM
moderate,JJ,B-NP,B-PROBLEM
occult,NN,I-NP,I-PROBLEM
blood,NN,I-NP,I-PROBLEM
few,JJ,B-NP,B-PROBLEM
bacteria,NNS,I-NP,I-PROBLEM
moderate,JJ,B-NP,B-PROBLEM
bladder,NN,I-NP,I-PROBLEM
epithelial,JJ,B-NP,I-PROBLEM
cells,NNS,I-NP,I-PROBLEM
volume,NN,B-NP,B-PROBLEM
overloaded,VBN,O,I-PROBLEM
slightly,RB,O,B-PROBLEM
hypotensive,JJ,O,I-PROBLEM
slightly,RB,O,B-PROBLEM
hyponatremic,JJ,O,I-PROBLEM
elevated,VBN,O,B-PROBLEM
glucose,JJ,B-NP,I-PROBLEM
fingerstick,JJ,I-NP,I-PROBLEM
blood,NN,I-NP,I-PROBLEM
sugars,NNS,I-NP,I-PROBLEM
an,DT,B-NP,B-PROBLEM
acute,JJ,I-NP,I-PROBLEM
anterior,JJ,I-NP,I-PROBLEM
myocardial,JJ,I-NP,I-PROBLEM
infarction,NN,I-NP,I-PROBLEM
multiple,JJ,B-NP,B-PROBLEM
complications,NNS,I-NP,I-PROBLEM
a,DT,O,B-PROBLEM
three,CD,O,I-PROBLEM
vessel,NN,B-NP,I-PROBLEM
coronary,JJ,B-NP,I-PROBLEM
artery,NN,I-NP,I-PROBLEM
disease,NN,I-NP,I-PROBLEM
an,DT,B-NP,B-PROBLEM
occluded,JJ,I-NP,I-PROBLEM
RCA,NNP,I-NP,I-PROBLEM
70%-80%,JJ,B-NP,B-PROBLEM
proximal,NN,I-NP,I-PROBLEM
LAD,NNP,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
high,JJ,I-NP,I-PROBLEM
grade,NN,I-NP,I-PROBLEM
left,VBD,B-VP,I-PROBLEM
circumflex,JJ,B-NP,I-PROBLEM
lesion,NN,I-NP,I-PROBLEM
after,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
OM,NNP,I-NP,I-PROBLEM
distal,JJ,O,B-PROBLEM
left,VBD,B-VP,I-PROBLEM
circumflex,JJ,B-NP,I-PROBLEM
occlusion,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
thin,JJ,I-NP,I-PROBLEM
fibrotic,JJ,I-NP,I-PROBLEM
septum,NN,I-NP,I-PROBLEM
akinesis,NN,B-NP,B-PROBLEM
moderately,RB,O,B-PROBLEM
severe,JJ,B-NP,I-PROBLEM
hypokinesis,NN,I-NP,I-PROBLEM
acutely,RB,O,B-PROBLEM
short,JJ,O,I-PROBLEM
of,IN,B-VP,I-PROBLEM
breath,NN,B-NP,I-PROBLEM
chest,NN,I-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
palpitations,NNS,B-NP,B-PROBLEM
diaphoresis,NN,B-NP,B-PROBLEM
nausea,NN,B-NP,B-PROBLEM
pulmonary,JJ,B-NP,B-PROBLEM
edema,NN,I-NP,I-PROBLEM
myocardial,JJ,B-NP,B-PROBLEM
infarction,NN,I-NP,I-PROBLEM
ischemic,JJ,I-NP,B-PROBLEM
changes,NNS,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
pulmonary,JJ,B-NP,I-PROBLEM
edema,NN,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
coronary,JJ,B-NP,I-PROBLEM
artery,NN,I-NP,I-PROBLEM
disease,NN,I-NP,I-PROBLEM
an,DT,O,B-PROBLEM
80%,CD,O,I-PROBLEM
stenosis,NN,B-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
large,JJ,I-NP,I-PROBLEM
OM,NNP,I-NP,I-PROBLEM
occluded,VBN,O,B-PROBLEM
left-to-left,JJ,B-NP,B-PROBLEM
filling,NN,I-NP,I-PROBLEM
a,DT,O,B-PROBLEM
50%,CD,O,I-PROBLEM
LAD,NNP,B-NP,I-PROBLEM
stenosis,NN,I-NP,I-PROBLEM
a,DT,O,B-PROBLEM
100%,CD,O,I-PROBLEM
large,JJ,B-NP,I-PROBLEM
DT,NNP,I-NP,I-PROBLEM
stenosis,NN,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
high,JJ,B-NP,I-PROBLEM
right-sided,JJ,I-NP,I-PROBLEM
filling,NN,I-NP,I-PROBLEM
pressure,NN,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
low,JJ,B-NP,I-PROBLEM
ejection,NN,I-NP,I-PROBLEM
fraction,NN,I-NP,I-PROBLEM
#NAME?,NN,B-NP,B-PROBLEM
fractures,NNS,B-NP,B-PROBLEM
intraparenchymal,JJ,O,B-PROBLEM
and,CC,O,I-PROBLEM
extraaxial,JJ,B-NP,I-PROBLEM
blood,NN,I-NP,I-PROBLEM
(,(,O,I-PROBLEM
mostly,RB,O,I-PROBLEM
subarachnoid,VBN,O,I-PROBLEM
),),O,I-PROBLEM
in,IN,B-VP,I-PROBLEM
bilateral,JJ,B-NP,I-PROBLEM
cerebral,JJ,I-NP,I-PROBLEM
hemispheres,NNS,I-NP,I-PROBLEM
contrecoup,JJ,B-NP,B-PROBLEM
injury,NN,I-NP,I-PROBLEM
fracture,NN,I-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
right,JJ,B-NP,I-PROBLEM
C7,NNP,I-NP,I-PROBLEM
pedicle,NN,I-NP,I-PROBLEM
bliateral,JJ,B-NP,B-PROBLEM
lung,NN,I-NP,I-PROBLEM
nodules,NNS,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
right,JJ,I-NP,I-PROBLEM
thyroid,NN,I-NP,I-PROBLEM
nodule,NN,I-NP,I-PROBLEM
fractures,NNS,I-NP,B-PROBLEM
any,DT,B-NP,B-PROBLEM
acute,JJ,I-NP,I-PROBLEM
injury,NN,I-NP,I-PROBLEM
some,DT,B-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
issues,NNS,I-NP,I-PROBLEM
jittery,NN,I-NP,B-PROBLEM
her,PRP$,O,B-PROBLEM
headaches,NNS,B-NP,I-PROBLEM
ligamentous,JJ,B-NP,B-PROBLEM
injury,NN,I-NP,I-PROBLEM
edema,NN,B-NP,B-PROBLEM
mild,JJ,I-NP,B-PROBLEM
headache,NN,I-NP,I-PROBLEM
pronator,NN,I-NP,B-PROBLEM
drift,NN,I-NP,I-PROBLEM
difficulties,NNS,B-NP,B-PROBLEM
the,DT,B-NP,B-PROBLEM
subarachnoid,JJ,I-NP,I-PROBLEM
hemorrhage,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
right,JJ,I-NP,I-PROBLEM
thyroid,NN,I-NP,I-PROBLEM
nodule,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
bilateral,JJ,I-NP,I-PROBLEM
small,JJ,I-NP,I-PROBLEM
lung,NN,I-NP,I-PROBLEM
nodules,NNS,I-NP,I-PROBLEM
right,JJ,B-NP,B-PROBLEM
hip,NN,I-NP,I-PROBLEM
pain,NN,I-NP,I-PROBLEM
worsening,VBG,O,B-PROBLEM
Her,PRP$,O,B-PROBLEM
pain,NN,B-NP,I-PROBLEM
aggravated,VBN,O,B-PROBLEM
rest,NN,B-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
difficulty,NN,B-NP,B-PROBLEM
with,IN,B-VP,I-PROBLEM
shoes,NNS,B-NP,I-PROBLEM
and,CC,O,I-PROBLEM
socks,NNS,B-NP,I-PROBLEM
and,CC,O,I-PROBLEM
foot,NN,B-NP,I-PROBLEM
care,NN,I-NP,I-PROBLEM
The,DT,B-NP,B-PROBLEM
patient,NN,I-NP,I-PROBLEM
&apos;s,NN,I-NP,I-PROBLEM
pain,NN,I-NP,I-PROBLEM
right,NN,I-NP,B-PROBLEM
hip,NN,I-NP,I-PROBLEM
osteoarthritis,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
patient,NN,I-NP,I-PROBLEM
&apos;s,NNP,I-NP,I-PROBLEM
hypertension,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
patient,NN,I-NP,I-PROBLEM
&apos;s,NNP,I-NP,I-PROBLEM
low,JJ,B-NP,I-PROBLEM
potassium,NN,I-NP,I-PROBLEM
level,NN,I-NP,I-PROBLEM
postoperatively,RB,O,B-PROBLEM
hypokalemia,VBN,O,I-PROBLEM
deep,JJ,B-NP,B-PROBLEM
venous,JJ,I-NP,I-PROBLEM
thrombosis,NN,I-NP,I-PROBLEM
hematemesis,NN,B-NP,B-PROBLEM
hemoptysis,NN,B-NP,B-PROBLEM
a,DT,O,B-PROBLEM
left,VBN,O,I-PROBLEM
lower,JJR,B-NP,I-PROBLEM
lobe,JJ,I-NP,I-PROBLEM
mass,NN,I-NP,I-PROBLEM
malignant,JJ,B-NP,B-PROBLEM
cells,NNS,I-NP,I-PROBLEM
atypical,JJ,B-NP,B-PROBLEM
bronchial,JJ,I-NP,I-PROBLEM
epithelial,JJ,I-NP,I-PROBLEM
cells,NNS,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
postoperative,JJ,I-NP,I-PROBLEM
bleeding,NN,I-NP,I-PROBLEM
an,DT,O,B-PROBLEM
estimated,VBN,O,I-PROBLEM
blood,NN,B-NP,I-PROBLEM
loss,NN,I-NP,I-PROBLEM
hypertension,NN,B-NP,B-PROBLEM
prematurity,NN,B-NP,B-PROBLEM
Pregnancy,NNP,B-NP,B-PROBLEM
fetal,JJ,B-NP,B-PROBLEM
decelerations,NNS,I-NP,I-PROBLEM
Elevated,VBD,B-VP,B-PROBLEM
one,CD,O,I-PROBLEM
hour,NN,B-NP,I-PROBLEM
glucose,JJ,B-NP,I-PROBLEM
tolerance,NN,I-NP,I-PROBLEM
test,NN,I-NP,I-PROBLEM
spontaneous,JJ,O,B-PROBLEM
",",",",O,I-PROBLEM
premature,JJ,B-NP,I-PROBLEM
rupture,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
membranes,NNS,B-NP,I-PROBLEM
maternal,JJ,I-NP,B-PROBLEM
fever,NN,I-NP,I-PROBLEM
twin,VB,O,B-PROBLEM
B,NNP,B-NP,I-PROBLEM
breech,NN,I-NP,I-PROBLEM
presentation,NN,I-NP,I-PROBLEM
One,CD,O,B-PROBLEM
apnea,NN,B-NP,I-PROBLEM
and,CC,O,I-PROBLEM
bradycardia,NN,B-NP,I-PROBLEM
event,NN,I-NP,I-PROBLEM
premature,NN,B-NP,B-PROBLEM
ventricular,NN,I-NP,I-PROBLEM
contractions,NNS,I-NP,I-PROBLEM
murmur,NN,I-NP,B-PROBLEM
difficulty,NN,B-NP,B-PROBLEM
sepsis,NN,B-NP,B-PROBLEM
metastatic,JJ,B-NP,B-PROBLEM
rectal,JJ,I-NP,I-PROBLEM
cancer,NN,I-NP,I-PROBLEM
biliary,JJ,B-NP,B-PROBLEM
obstruction,NN,I-NP,I-PROBLEM
clotted,VBD,B-VP,B-PROBLEM
off,RP,O,I-PROBLEM
dilated,JJ,B-NP,B-PROBLEM
ducts,NNS,I-NP,I-PROBLEM
pulled,VBN,O,B-PROBLEM
out,RP,O,I-PROBLEM
difficulty,NN,I-NP,B-PROBLEM
belly,RB,O,B-PROBLEM
pain,NN,B-NP,I-PROBLEM
nausea,NN,I-NP,B-PROBLEM
vomiting,NN,B-NP,B-PROBLEM
difficulty,NN,I-NP,B-PROBLEM
any,DT,B-NP,B-PROBLEM
problems,NNS,I-NP,I-PROBLEM
recurrent,NN,B-NP,B-PROBLEM
biliary,JJ,B-NP,I-PROBLEM
colic,NN,I-NP,I-PROBLEM
recurrent,JJ,B-NP,B-PROBLEM
biliary,JJ,I-NP,I-PROBLEM
colic,NN,I-NP,I-PROBLEM
ultrasound,VBN,O,B-PROBLEM
proven,RB,O,I-PROBLEM
gallstones,NNS,B-NP,I-PROBLEM
symptoms,NNS,I-NP,B-PROBLEM
classic,JJ,B-NP,B-PROBLEM
biliary,JJ,I-NP,I-PROBLEM
colic,NN,I-NP,I-PROBLEM
pain,NN,I-NP,I-PROBLEM
right,JJ,B-NP,B-PROBLEM
upper,JJ,I-NP,I-PROBLEM
quadrant,NN,I-NP,I-PROBLEM
epigastric,JJ,B-NP,I-PROBLEM
pain,NN,I-NP,I-PROBLEM
nausea,NN,B-NP,B-PROBLEM
vomiting,VBG,O,B-PROBLEM
Episodes,NNS,B-NP,B-PROBLEM
fevers,NNS,I-NP,B-PROBLEM
chills,NNS,B-NP,B-PROBLEM
respiratory,NN,B-NP,B-PROBLEM
symptoms,NNS,I-NP,I-PROBLEM
diarrhea,NN,B-NP,B-PROBLEM
bright,JJ,B-NP,B-PROBLEM
red,JJ,I-NP,I-PROBLEM
blood,NN,I-NP,I-PROBLEM
per,IN,B-VP,I-PROBLEM
rectum,NN,B-NP,I-PROBLEM
melena,NN,B-NP,B-PROBLEM
gallbladder,NN,B-NP,B-PROBLEM
pancreatic,JJ,B-NP,B-PROBLEM
disease,NN,I-NP,I-PROBLEM
weight,JJ,I-NP,B-PROBLEM
loss,NN,I-NP,I-PROBLEM
anorexia,NN,I-NP,B-PROBLEM
six,CD,O,B-PROBLEM
gallstones,NNS,B-NP,I-PROBLEM
cholecystitis,NN,B-NP,B-PROBLEM
liver,NN,B-NP,B-PROBLEM
disease,NN,I-NP,I-PROBLEM
hepatitis,NN,B-NP,B-PROBLEM
complication,NN,B-NP,B-PROBLEM
afebrile,RB,O,B-PROBLEM
postmenopausal,NN,B-NP,B-PROBLEM
spotting,NN,I-NP,I-PROBLEM
grade,NN,B-NP,B-PROBLEM
I,PRP,O,I-PROBLEM
adenocarcinoma,VBP,O,I-PROBLEM
diabetes,NNS,B-NP,B-PROBLEM
mellitus,NNS,I-NP,I-PROBLEM
peripheral,JJ,B-NP,B-PROBLEM
neuropathy,NN,I-NP,I-PROBLEM
diabetic,JJ,B-NP,B-PROBLEM
nephropathy,NN,I-NP,I-PROBLEM
throat,NN,B-NP,B-PROBLEM
cancer,NN,I-NP,I-PROBLEM
signs,NNS,B-NP,B-PROBLEM
and,CC,O,I-PROBLEM
symptoms,NNS,B-NP,I-PROBLEM
cervical,JJ,B-NP,B-PROBLEM
myelopathy,NN,I-NP,I-PROBLEM
impressive,JJ,B-NP,B-PROBLEM
disc,NN,I-NP,I-PROBLEM
herniations,NNS,I-NP,I-PROBLEM
at,IN,B-VP,I-PROBLEM
C5-C6,NNP,B-NP,I-PROBLEM
clear,JJ,B-NP,B-PROBLEM
cut,NN,I-NP,I-PROBLEM
cord,NN,I-NP,I-PROBLEM
compression,NN,I-NP,I-PROBLEM
dyspneic,JJ,O,B-PROBLEM
tachypneic,NN,B-NP,B-PROBLEM
dropped,VBD,B-VP,B-PROBLEM
his,PRP$,O,B-PROBLEM
congestive,JJ,B-NP,I-PROBLEM
heart,NN,I-NP,I-PROBLEM
failure,NN,I-NP,I-PROBLEM
diastolic,JJ,B-NP,B-PROBLEM
dysfunction,NN,I-NP,I-PROBLEM
increased,VBN,O,B-PROBLEM
heart,NN,B-NP,I-PROBLEM
rate,NN,I-NP,I-PROBLEM
excess,JJ,B-NP,B-PROBLEM
volume,NN,I-NP,I-PROBLEM
significant,JJ,B-NP,B-PROBLEM
myocardial,JJ,I-NP,I-PROBLEM
ischemia,NN,I-NP,I-PROBLEM
myocardial,JJ,B-NP,B-PROBLEM
infarction,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
excess,JJ,I-NP,I-PROBLEM
volume,NN,I-NP,I-PROBLEM
agitated,VBN,O,B-PROBLEM
confused,VBN,O,B-PROBLEM
waxing,NN,B-NP,B-PROBLEM
and,CC,O,I-PROBLEM
waning,VBG,O,I-PROBLEM
sensorium,NN,B-NP,I-PROBLEM
precipitants,NNS,B-NP,B-PROBLEM
his,PRP$,O,B-PROBLEM
change,NN,B-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
mental,JJ,B-NP,I-PROBLEM
status,NN,I-NP,I-PROBLEM
Hypo,NNP,B-NP,B-PROBLEM
or,CC,O,I-PROBLEM
hyperglycemia,NN,B-NP,I-PROBLEM
acutely,RB,O,B-PROBLEM
agitated,VBN,O,I-PROBLEM
Infectious,JJ,B-NP,B-PROBLEM
causes,NNS,I-NP,I-PROBLEM
febrile,RB,O,B-PROBLEM
sources,NNS,B-NP,B-PROBLEM
Mass,NNP,B-NP,B-PROBLEM
effect,NN,I-NP,I-PROBLEM
focal,JJ,I-NP,B-PROBLEM
deficits,NNS,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
fluctuating,NN,I-NP,I-PROBLEM
sensorium,NN,I-NP,I-PROBLEM
severe,JJ,O,B-PROBLEM
underlying,VBG,O,I-PROBLEM
structural,JJ,B-NP,I-PROBLEM
abnormality,NN,I-NP,I-PROBLEM
such,JJ,B-NP,B-PROBLEM
processes,NNS,I-NP,I-PROBLEM
acute,JJ,I-NP,B-PROBLEM
intracranial,JJ,I-NP,I-PROBLEM
hemorrhages,NNS,I-NP,I-PROBLEM
midline,JJ,B-NP,B-PROBLEM
shifts,NNS,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
soft,JJ,I-NP,I-PROBLEM
tissue,NN,I-NP,I-PROBLEM
mass,NN,I-NP,I-PROBLEM
Trauma,NNP,B-NP,B-PROBLEM
head,NN,B-NP,B-PROBLEM
trauma,NN,I-NP,I-PROBLEM
loss,NN,I-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
consciousness,NN,B-NP,I-PROBLEM
electrolytes,NNS,I-NP,B-PROBLEM
or,CC,O,I-PROBLEM
mineral,JJ,B-NP,I-PROBLEM
abnormalities,NNS,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
delirium,NN,B-NP,I-PROBLEM
slightly,RB,O,B-PROBLEM
elevated,VBN,O,I-PROBLEM
neurologic,JJ,I-NP,B-PROBLEM
syphilis,NN,I-NP,I-PROBLEM
non-convulsive,JJ,B-NP,B-PROBLEM
status,NN,I-NP,I-PROBLEM
epilepticus,NN,I-NP,I-PROBLEM
acutely,RB,O,B-PROBLEM
agitated,VBN,O,I-PROBLEM
acutely,RB,O,B-PROBLEM
agitated,VBN,O,I-PROBLEM
that,DT,B-NP,B-PROBLEM
event,NN,I-NP,I-PROBLEM
acutely,RB,O,B-PROBLEM
agitated,JJ,O,I-PROBLEM
delirium,VBZ,O,B-PROBLEM
the,DT,B-NP,B-PROBLEM
delirium,NN,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
kidney,NN,B-NP,I-PROBLEM
function,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
baseline,JJ,I-NP,I-PROBLEM
renal,JJ,I-NP,I-PROBLEM
insufficiency,NN,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
diabetes,NNS,B-NP,I-PROBLEM
mellitus,VBP,O,I-PROBLEM
other,JJ,I-NP,B-PROBLEM
complaints,NNS,I-NP,I-PROBLEM
Soreness,NN,B-NP,B-PROBLEM
his,PRP$,O,B-PROBLEM
operative,JJ,B-NP,I-PROBLEM
sites,NNS,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
delirium,NN,B-NP,I-PROBLEM
difficulty,NN,B-NP,B-PROBLEM
with,IN,B-VP,I-PROBLEM
swallowing,NN,B-NP,I-PROBLEM
postoperative,VB,O,B-PROBLEM
swelling,NN,B-NP,I-PROBLEM
changes,NNS,B-NP,B-PROBLEM
right-sided,JJ,O,B-PROBLEM
greater,JJR,O,I-PROBLEM
than,IN,B-VP,I-PROBLEM
left-sided,JJ,B-NP,I-PROBLEM
weakness,NN,I-NP,I-PROBLEM
difficulty,NN,B-NP,B-PROBLEM
walking,VBG,O,I-PROBLEM
right-sided,JJ,B-NP,B-PROBLEM
arm,NN,I-NP,I-PROBLEM
and,CC,O,I-PROBLEM
leg,NN,B-NP,I-PROBLEM
weakness,NN,I-NP,I-PROBLEM
ataxia,NN,B-NP,B-PROBLEM
the,DT,B-NP,B-PROBLEM
episode,NN,I-NP,I-PROBLEM
malaise,VB,O,B-PROBLEM
specific,JJ,I-NP,B-PROBLEM
deficits,NNS,I-NP,I-PROBLEM
small,JJ,I-NP,B-PROBLEM
spells,NNS,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
&quot;,JJ,B-NP,I-PROBLEM
imbalance,NN,I-NP,I-PROBLEM
other,JJ,B-NP,B-PROBLEM
symptoms,NNS,I-NP,I-PROBLEM
diffuse,NN,B-NP,B-PROBLEM
and,CC,O,I-PROBLEM
mainly,RB,O,I-PROBLEM
frontal,JJ,B-NP,I-PROBLEM
headaches,NNS,I-NP,I-PROBLEM
mild,JJ,B-NP,B-PROBLEM
neck,NN,I-NP,I-PROBLEM
soreness,NN,I-NP,I-PROBLEM
diplopia,NN,I-NP,B-PROBLEM
visual,JJ,B-NP,B-PROBLEM
loss,NN,I-NP,I-PROBLEM
speech,JJ,B-NP,B-PROBLEM
abnormality,NN,I-NP,I-PROBLEM
sensory,JJ,B-NP,B-PROBLEM
change,NN,I-NP,I-PROBLEM
her,PRP$,O,B-PROBLEM
gait,NN,B-NP,I-PROBLEM
disorder,NN,I-NP,I-PROBLEM
notable,JJ,I-NP,B-PROBLEM
findings,NNS,I-NP,I-PROBLEM
anisocoria,NNS,B-NP,B-PROBLEM
arterial,JJ,B-NP,B-PROBLEM
dissections,NNS,I-NP,I-PROBLEM
infarction,NN,B-NP,B-PROBLEM
other,JJ,B-NP,B-PROBLEM
pathologic,JJ,I-NP,I-PROBLEM
processes,NNS,I-NP,I-PROBLEM
her,PRP$,O,B-PROBLEM
gait,NN,B-NP,I-PROBLEM
markedly,RB,O,B-PROBLEM
unstable,JJ,O,I-PROBLEM
weakness,NN,B-NP,B-PROBLEM
falling,VBG,O,B-PROBLEM
reproducible,JJ,I-NP,B-PROBLEM
upper,JJ,I-NP,I-PROBLEM
extremity,NN,I-NP,I-PROBLEM
or,CC,O,I-PROBLEM
lower,JJR,B-NP,I-PROBLEM
extremity,NN,I-NP,I-PROBLEM
ataxia,NN,I-NP,I-PROBLEM
dysmetria,NN,B-NP,B-PROBLEM
acutely,RB,O,B-PROBLEM
suicidal,JJ,O,I-PROBLEM
cardiac,JJ,B-NP,B-PROBLEM
arrest,NN,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
cardiac,JJ,B-NP,I-PROBLEM
arrest,NN,I-NP,I-PROBLEM
unresponsive,JJ,O,B-PROBLEM
asystolic,JJ,O,B-PROBLEM
unresponsive,JJ,O,B-PROBLEM
a,DT,B-NP,B-PROBLEM
left,JJ,I-NP,I-PROBLEM
retrocardiac,NN,I-NP,I-PROBLEM
opacity,NN,I-NP,I-PROBLEM
prominent,JJ,B-NP,B-PROBLEM
interstitium,NN,I-NP,I-PROBLEM
low,JJ,O,B-PROBLEM
left,JJ,B-NP,B-PROBLEM
lung,NN,I-NP,I-PROBLEM
collapse,NN,I-NP,I-PROBLEM
ongoing,VBG,O,B-PROBLEM
unresponsiveness,NN,B-NP,I-PROBLEM
recent,JJ,O,B-PROBLEM
out,IN,B-VP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
hospital,NN,B-NP,I-PROBLEM
cardiac,JJ,B-NP,I-PROBLEM
arrest,NN,I-NP,I-PROBLEM
Cardiac,JJ,B-NP,B-PROBLEM
arrest,NN,I-NP,I-PROBLEM
His,PRP$,O,B-PROBLEM
arrest,NN,B-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
cardiac,NN,B-NP,I-PROBLEM
arrest,NN,I-NP,I-PROBLEM
pulmonary,JJ,B-NP,B-PROBLEM
embolism,NN,I-NP,I-PROBLEM
trivial,JJ,B-NP,B-PROBLEM
mitral,JJ,I-NP,I-PROBLEM
